,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
325,1751679606-398,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/wedding-wear-resham-work-embroidered-light-green-gown-lstv06800.html,"Resham Work,Stone Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/6/0/6005_1_GOW.jpg,Light Green Art Silk Embroidered Gown,Women,Anarkali,Heavy Work,Art Silk,Santoon,Light Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,39900,20%,"Resham Work, Stone Work, Zari","Resham Work, Stone Work, Zari",Women,One size fits most,Gold,Heels
326,1751679609-399,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/emerald-green-silk-pakistani-anarkali-suit-lstv115496.html,"Dabka Work, Pearl Work, Resham Work, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/emerald-green-silk-pakistani-anarkali-suit-lstv115496-1.jpg,Emerald Green Silk Pakistani Anarkali Suit,Pakistani Cloth,Anarkali,Traditional,Silk,Silk,Emerald Green,"Party Wear, Mehndi, Festival Wear",All-season,105000,40%,"Dabka Work, Pearl Work, Resham Work, Sequins","Dabka Work, Pearl Work, Resham Work, Sequins",Pakistani Women,40-42,Gold,Heels
327,1751679622-403,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/teal-blue-silk-anarkali-gown-with-resham-work-lstv05431.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-silk-anarkali-gown-with-resham-work-lstv05431_1.jpg,Teal Blue Silk Anarkali Gown With Resham Work,Women,Anarkali,Traditional,Silk,Silk,Teal Blue,"Festival Wear, Party Wear, Wedding Wear",All-season,61200,23%,"Resham Work, Zari Work, Stone Work, Sequins Work","Top (Included Lining), Bottom and Scarf",Women,Unknown,Matching,Heels
328,1751679625-404,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/zari-embroidered-chiffon-dark-green-pakistani-anarkali-suit-lstv114639.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114639-green.jpg,Zari Embroidered Chiffon Dark Green Pakistani Anarkali Suit,Pakistani Cloth,Anarkali,Traditional,Chiffon,Santoon,Dark Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,183600,40%,"Stone Work, Zari","Stone Work, Zari",Pakistani Women,"40, 35-45",Gold,Heels
329,1751679629-405,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/in-styleanarkali-suit-in-dark-green-embroidered-fabric-lstv06794.html,"Resham Work,Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/1/2/1201_1_AKS.jpg,Net Dark Green Floor Length Wedding Anarkali Suit With Resham Work,Women,Anarkali,Traditional,Net,Santoon,Dark Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,57900,59%,"Resham Work, Stone Work","Resham Work, Stone Work",Indian Women,40-42,Gold,Heels
330,1751679632-406,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/yellow-georgette-anarkali-suit-with-zardosi-work-lstv03899.html,Zardosi Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/y/e/yellow-georgette-anarkali-suit-with-zardosi-work-lstv03899_1.jpg,Yellow Georgette Wedding Anarkali Suit With Zardosi Work,Women,Anarkali,Traditional,Georgette,Santoon/Lycra,Yellow,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,63600,72%,Zardosi Work,Zardosi Work,Women,,,
331,1751679635-407,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/banglori-silk-jacket-style-anarkali-suit-in-beige-color-lstv03232.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/a/banglori-silk-jacket-style-anarkali-suit-in-beige-color-lstv03232-1.jpg,Banglori Silk Jacket Style Anarkali Suit In Beige Color,Women,Anarkali,Fancy,Banglori Silk,Banglori Silk,Beige,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest Of Wedding Wear",All-season,63900,27%,"Resham Work, Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
332,1751679638-408,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/zari-embroidered-chiffon-royal-blue-pakistani-anarkali-suit-lstv114639.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114639-blue.jpg,Zari Embroidered Chiffon Royal Blue Pakistani Anarkali Suit,Pakistani Cloth,Anarkali,Traditional,Chiffon,Santoon,Royal Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,183600,40%,"Stone Work, Zari","Stone Work, Zari",Pakistani Women,,,
333,1751679642-409,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/green-georgette-anarkali-suit-with-zari-work-lstv05578.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/green-georgette-anarkali-suit-with-zari-work-lstv05578_1.jpg,Teal Green Georgette Wedding Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Georgette,Georgette,Teal Green,"Festival Wear, Guest Of Wedding Wear, Mehndi, Party Wear, Wedding Wear",All-season,66000,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,"40, 35-45",Gold,Heels
334,1751679645-410,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/georgette-anarkali-suit-in-baby-pink-color-lstv04069.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-anarkali-suit-in-baby-pink-color-1-lstv04069.jpg,Georgette Anarkali Suit in Baby Pink Color,Women,Anarkali,Unknown,Georgette,,Baby Pink,"Diwali, Eid, Navratri",All-season,43800,72%,,"Top (Included Lining), Bottom and Scarf",Muslim Women,,,
335,1751679648-411,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/beige-net-embroidered-anarkali-suit-lstv08218.html,Resham Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-net-embroidered-anarkali-suit-lstv08218-1.jpg,Net Beige Resham Embroidered Sangeet Anarkali Suit,Women,Anarkali,Traditional,Net,Santoon,Beige,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,39900,20%,Resham Work,Resham Work,Women,"40, 42, 44",Gold,Heels
336,1751679651-412,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/maya-ali-dark-blue-georgette-anarkali-suit-with-zari-work-lstv03437.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv03437-blue.jpg,Maya Ali Dark Blue Georgette Wedding Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Georgette,Georgette,Dark Blue,Wedding,All-season,56700,23%,"Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,,,
337,1751679655-413,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/forest-green-slub-silk-indian-anarkali-suit-with-zari-work-lsta00003.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/f/o/forest-green-slub-silk-indian-anarkali-suit-with-zari-work-lsta00003_1_.jpg,Green Slub Silk Indian Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Silk,Silk,Green,"Festival Wear, Party Wear, Wedding Wear",All-season,54000,72%,"Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Indian Women,40-42,Gold,Heels
338,1751679661-415,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/sea-blue-satin-embroidered-anarkali-suit-lstv08633.html,"Resham Work,Stone Work,Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/e/sea-blue-satin-embroidered-anarkali-suit-lstv08633-1.jpg,Sea Blue Satin Embroidered Anarkali Suit,Women,Anarkali,Heavy Work,Satin,Lycra,Sea Blue,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,17%,"Resham Work, Stone Work, Thread Work","Resham Work, Stone Work, Thread Work",Women,Not provided,Not provided,Not provided
339,1751679664-416,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/purple-georgette-designer-anarkali-suit-lstv114970.html,"Sequins, Zardosi",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/u/purple-georgette-designer-anarkali-suit-lstv114970-1.jpg,Purple Georgette Designer Anarkali Suit,Women,Anarkali,Traditional,Georgette,Lycra,Purple,"Party Wear, Festival Wear",All-season,75900,40%,"Sequins, Zardosi","Sequins, Zardosi",Women,40-42,Silver,Heels
340,1751679667-417,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/prussian-blue-silk-wedding-anarkali-suit-with-zari-work-lstv05319.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/prussian-blue-silk-wedding-anarkali-suit-with-zari-work-lstv05319-1.jpg,Prussian Blue Silk Wedding Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Silk,Silk,Prussian Blue,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,61800,27%,"Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-45",Gold,Heels
341,1751679670-418,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/sage-green-net-party-wear-anarkali-suit-with-zari-work-lstv05857.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/sage-green-net-party-wear-anarkali-suit-with-zari-work-lstv05857.jpg,Sage Green Net Party Wear Wedding Anarkali Suit With Zari Work,Women,Anarkali,Heavy Work,Net,Net,Sage Green,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,362700,72%,"Zari Work, Stone Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,,,
342,1751679677-420,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/mauve-net-indian-anarkali-suit-with-zari-work-lstv05853.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/mauve-net-indian-anarkali-suit-with-zari-work-lstv05853.jpg,Mauve Net Indian Anarkali Suit With Zari Work,Women,Anarkali,Heavy Work,Net,Net,Mauve,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,64800,72%,"Zari Work, Stone Work, Dori Work","Top (Included Lining), Bottom and Scarf",Indian Women,,,
343,1751679680-421,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/maya-ali-dark-maroon-georgette-anarkali-suit-with-zari-work-lstv03437.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv03437-maroon.jpg,Maya Ali Dark Maroon Georgette Wedding Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Georgette,Georgette,Dark Maroon,Wedding,All-season,56700,23%,"Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Muslim Women,40-42,Gold,Heels
344,1751679683-422,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/navy-blue-georgette-anarkali-churidar-suit-1707a.html,Net,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-georgette-anarkali-churidar-suit-1707a_1.jpg,Navy Blue Georgette Anarkali Suit with Zari & Stone Work,Women,Anarkali,Heavy Work,Georgette,Georgette,Navy Blue,Navy Blue,All-season,43800,24%,Zari & Stone Work,Net,Women,,,
345,1751679686-423,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/wine-maroon-georgette-embroidered-anarkali-suit-lstv119818.html,"Diwali,Karva Chauth,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/i/wine-maroon-georgette-embroidered-anarkali-suit-lstv119818-1.jpg,Georgette Anarkali Suit in Wine Maroon colour for Wedding,Women,Anarkali,Traditional,Georgette,Churidar,Wine Maroon,"Wedding, Party, Guest of Wedding, Festival",All-season,57900,22%,Embroidered,"Diwali, Karva Chauth, Navratri",Indian Women,,,
346,1751679689-424,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/navy-blue-georgette-wedding-wear-anarkali-suit-lstv05812.html,"Zari Work, Stone Work, Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/500x750/a12781a7f2ccb3d663f7fd01e1bd2e4e/i/m/image_2021_11_20t07_06_51_539z.jpg,Navy Blue Georgette Wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Navy Blue,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,66000,25%,"Zari Work, Stone Work, Sequins Work","Zari Work, Stone Work, Sequins Work",Women,40-42,Gold,Heels
347,1751679693-425,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/stone-work-embroidered-poly-silk-pistachio-green-anarkali-suit-lstv111494.html,"Stone Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/t/stone-work-embroidered-poly-silk-pistachio-green-anarkali-suit-lstv111494-1_1.jpg,Stone Work Embroidered Poly Silk Pistachio Green Anarkali Suit,Women,Anarkali,Heavy Work,Poly Silk,Lycra,Pistachio Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,90000,27%,"Stone Work, Thread Work","Stone Work, Thread Work",Women,40-42,Gold,Heels
348,1751679696-426,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/mustard-silk-palazzo-pant-suit-with-resham-work-lstv04067.html,"Resham Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-silk-palazzo-pant-suit-with-resham-work-1-lstv04067.jpg,Mustard Silk Palazzo Pant Suit with Resham Work and Stone Work for Festival Wear and Party Wear,Pakistani Cloth,Trouser Suit,Fancy,Silk,Silk,Mustard,"Festival Wear, Party Wear",All-season,43800,72%,"Resham Work, Stone Work","Resham Work, Stone Work",Pakistani Women,,,
349,1751679699-427,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/georgette-wedding-wear-anarkali-suit-in-deep-pink-color-lstv05583.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-georgette-wedding-wear-anarkali-suit-in-deep-pink-color-lstv05583.jpg,Georgette Wedding Wear Anarkali Suit In Ruby Pink Color,Women,Anarkali,Traditional,Georgette,Georgette,Ruby Pink,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,66300,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,40-42,Gold,Heels
350,1751679702-428,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/grey-net-party-wear-anarkali-suit-with-skirt-lstv04590.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-net-party-wear-anarkali-suit-with-skirt-lstv04590-1.jpg,Grey Net Party Wear Anarkali Suit With Skirt,Women,Anarkali,Fancy,Net,Net,Grey,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,67800,72%,"Stone Work, Sequins Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Silver,Heels
351,1751679710-429,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 9,https://www.andaazfashion.com/peacock-blue-georgette-embroidered-trouser-suit-lstv09824.html,"Dori Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peacock-blue-georgette-embroidered-trouser-suit-lstv09824-1.jpg,Peacock Green Georgette Embroidered Wedding Trouser Suit,Women,Trouser Suit,Heavy Work,Georgette,Santoon,Peacock Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,108000,32%,"Dori Work, Stone Work","Dori Work, Stone Work",Women,32-40,Matching Green or Gold,Heels or Sandals
352,1751679713-430,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 9,https://www.andaazfashion.com/black-georgette-party-wear-anarkali-suit-lstv05576.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-georgette-party-wear-anarkali-suit-lstv05576.jpg,Black Georgette Party Wear Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Black,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,63600,72%,"Zari Work, Stone Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,,,
353,1751679717-431,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 9,https://www.andaazfashion.com/net-party-wear-anarkali-suit-in-grey-colour-lstv05401.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-net-party-wear-anarkali-suit-in-grey-colour-lstv05401_2.jpg,Net Party Wear Anarkali Suit In Grey Colour,Women,Anarkali,Fancy,Net,Net,Grey,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,31800,72%,"Stone Work, Sequins Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,,,
354,1751679723-433,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 9,https://www.andaazfashion.com/georgette-wedding-wear-anarkali-suit-in-bottle-green-color-lstv05950.html,"Zari Work, Stone Work, Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-wedding-wear-anarkali-suit-in-bottle-green-color-lstv05950.jpg,Georgette Wedding Wear Anarkali Suit In Bottle Green Color,Women,Anarkali,Traditional,Georgette,Georgette,Bottle Green,"Festival Wear, Guest Of Wedding Wear, Mehndi, Party Wear, Wedding Wear",All-season,47700,27%,"Zari Work, Stone Work, Sequins Work","Zari Work, Stone Work, Sequins Work",Women,One Size,Gold,Heels
