,product_name,main_category,Category Style,categorize_outfit,occasion,season,Gender,fit_type,fabric,work_details,color_category,shoe_color,shoe_style,price_pkr,discount,Image URL-src,Products-href,web-scraper-start-url
2524,Black Dupion Silk Asymmetrical Men Kurta Pajama,Men's Ethnic Wear,Fancy,Kurta Set,Wedding/Formal,Winter,Male,Mixed Range,Silk,Black,Black & Greys,Black,Traditional,20700,43.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-asymmetrical-men-kurta-pajama-mkpa0950-1.jpg,https://www.andaazfashion.co.uk/black-dupion-silk-asymmetrical-men-kurta-pajama-mkpa0950.html,https://www.andaazfashion.co.uk/men/sherwani?p=58
2526,Art Silk Peacock Green Embroidered Men's Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Resham Work, Sequins Work, Thread Work",Greens,Black,Traditional,56700,24.0,https://assets2.andaazfashion.com/media/catalog/product/a/r/art-silk-peacock-green-embroidered-mens-sherwani-mstv03133-1.jpg,https://www.andaazfashion.co.uk/art-silk-peacock-green-embroidered-mens-sherwani-mstv03133.html,https://www.andaazfashion.co.uk/men/sherwani?p=52
2527,Dark Brown Dupion Silk Plain Men Kurta Dhoti,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Wedding/Formal,Autumn,Male,Mixed Range,Silk,Plain,Browns,Brown,Traditional,20700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-dupion-silk-plain-men-kurta-dhoti-mkpa01322-1.jpg,https://www.andaazfashion.co.uk/dark-brown-dupion-silk-plain-men-kurta-dhoti-mkpa01322.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=46
2529,Dusty Peach Silk Men's Kurta Pajama With Printed Jacket,Men's Ethnic Wear,Fancy,Nehru Jacket,Wedding/Formal,Summer,Male,Range,Silk,Plain Work,Multi / Mixed & Others,Brown,Traditional Mojari,23700,43.0,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-peach-silk-mens-kurta-pajama-with-printed-jacket-mkpa07235-1.jpg,https://www.andaazfashion.co.uk/dusty-peach-silk-mens-kurta-pajama-with-printed-jacket-mkpa07235.html,https://www.andaazfashion.co.uk/men/weddingwear?p=65
2530,Printed Light Grey Dupion Silk Men Dhoti Kurta,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Wedding/Formal,Summer,Male,Single Size,Silk,Printed,Black & Greys,Grey,Traditional,31200,43.0,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-light-grey-dupion-silk-men-dhoti-kurta-mkpa01120-1.jpg,https://www.andaazfashion.co.uk/printed-light-grey-dupion-silk-men-dhoti-kurta-mkpa01120.html,https://www.andaazfashion.co.uk/men/weddingwear?p=71
2531,Plain Silk Light Mauve Men's Jacket Style Kurta Pajama,Men's Ethnic Wear,Fancy,Jacket Style Outfit,Wedding/Formal,Summer,Male,Range,Silk,Plain Work,Purples & Mauves,Mauve-Light Mauve,Traditional,98700,43.0,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-silk-light-mauve-mens-jacket-style-kurta-pajama-mkpa07682-1.jpg,https://www.andaazfashion.co.uk/plain-silk-light-mauve-mens-jacket-style-kurta-pajama-mkpa07682.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=3
2532,Weaved Thread Silk Men's Jodhpuri Cream Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Weaved Thread Work,White & Off‑Whites,Cream,Traditional,89700,43.0,https://assets2.andaazfashion.com/media/catalog/product/w/e/weaved-thread-silk-mens-jodhpuri-cream-sherwani-mstv04027-1.jpg,https://www.andaazfashion.co.uk/weaved-thread-silk-mens-jodhpuri-cream-sherwani-mstv04027.html,https://www.andaazfashion.co.uk/men/coat-pant?p=5
2533,Powder Blue Georgette Resham Thread Embroidered Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Synthetic,"Resham Work, Thread Work",Blues,Black,Traditional,74700,26.0,https://assets2.andaazfashion.com/media/catalog/product/p/o/powder-blue-georgette-resham-thread-embroidered-mens-sherwani-mstv02064-1.jpg,https://www.andaazfashion.co.uk/powder-blue-georgette-resham-thread-embroidered-mens-sherwani-mstv02064.html,https://www.andaazfashion.co.uk/men/sherwani?p=48
2535,Thread Embroidered Cotton Black Men Kurta With Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Party/Festive,Summer,Male,Mixed Range,Cotton,"Thread Work, Zari Work",Black & Greys,Black,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/t/h/thread-embroidered-cotton-black-men-kurta-with-churidar-mkpa0377-1.jpg,https://www.andaazfashion.co.uk/thread-embroidered-cotton-black-men-kurta-with-churidar-mkpa0377.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=78
2536,Pale Yellow Cotton Embroidered Father Son Duo Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Summer,Male,Multi Size,Cotton,"Resham Work, Thread Work",Yellows,Brown,Traditional,44700,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pale-yellow-cotton-embroidered-father-son-duo-kurta-pajama-mkpa02233-1.jpg,https://www.andaazfashion.co.uk/pale-yellow-cotton-embroidered-father-son-duo-kurta-pajama-mkpa02233.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=21
2537,Jacquard Woven Zari Carrot Orange Asymmetrical Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Single Size,Synthetic,"Weaved Thread Work, Zari Work",Oranges,Brown,Traditional,32700,18.0,https://assets2.andaazfashion.com/media/catalog/product/j/a/jacquard-woven-zari-carrot-orange-asymmetrical-mens-sherwani-mstv03357-1.jpg,https://www.andaazfashion.co.uk/jacquard-woven-zari-carrot-orange-asymmetrical-mens-sherwani-mstv03357.html,https://www.andaazfashion.co.uk/men/sherwani?p=51
2538,Embroidered Silk Trombone Yellow Father-Son Duo Kurta With Churidar,Indian Cloth,Contemporary,Churidar Suit,Wedding/Formal,Summer,Male,Multi Size,Silk,"Resham Work, Thread Work, Woven, Zari",Yellows,Matching,Traditional,32700,43.0,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-silk-trombone-yellow-father-son-duo-kurta-with-churidar-mkpa02232-1.jpg,https://www.andaazfashion.co.uk/embroidered-silk-trombone-yellow-father-son-duo-kurta-with-churidar-mkpa02232.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=27
2539,Peacock Green Silk Embroidered Men's Kurta With Churidar For Mehndi,Men's Ethnic Wear,Contemporary,Churidar Suit,Wedding/Formal,Spring,Male,Single Size,Silk,"Lace Work, Resham Work, Thread Work",Greens,Black,Traditional,20700,24.0,https://assets2.andaazfashion.com/media/catalog/product/p/e/peacock-green-silk-embroidered-mens-kurta-with-churidar-for-mehndi-mkpa06478-1.jpg,https://www.andaazfashion.co.uk/peacock-green-silk-embroidered-mens-kurta-with-churidar-for-mehndi-mkpa06478.html,https://www.andaazfashion.co.uk/men/weddingwear?p=48
2540,Viscose Maroon Jodhpuri Style Plain Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Range,Synthetic,"Weaved Thread Work, Zari Work",Reds,Black,Formal Shoes,89700,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/v/i/viscose-maroon-jodhpuri-style-plain-mens-sherwani-mstv03953-1.jpg,https://www.andaazfashion.co.uk/viscose-maroon-jodhpuri-style-plain-mens-sherwani-mstv03953.html,https://www.andaazfashion.co.uk/men/coat-pant?p=3
2541,White Traditional Dupion Silk Men Sherwani for Party,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Summer,Male,Mixed Range,Silk,Woven and zari work,White & Off‑Whites,Black,Traditional,55200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-jacket-style-men-sherwani-mstv01927-1.jpg,https://www.andaazfashion.co.uk/white-dupion-silk-jacket-style-men-sherwani-mstv01927.html,https://www.andaazfashion.co.uk/men/sherwani?p=31
2542,Navy Blue Art Silk Plain Jacket Style Men's Sherwani,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,Blues,Black,Traditional,37200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-art-silk-plain-jacket-style-mens-sherwani-mstv04257-1.jpg,https://www.andaazfashion.co.uk/navy-blue-art-silk-plain-jacket-style-mens-sherwani-mstv04257.html,https://www.andaazfashion.co.uk/men/sherwani?p=32
2543,Sea Green Cotton Printed Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Printed,Kurta Set,Casual,Summer,Male,Single Size,Cotton,Printed,Greens,Black,Traditional,11700,43.0,https://assets2.andaazfashion.com/media/catalog/product/s/e/sea-green-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08331-1.jpg,https://www.andaazfashion.co.uk/sea-green-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08331.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=82
2544,Woven Jacquard Oat Beige Men Kurta Pajama,Men's Ethnic Wear,Contemporary,Kurta Set,Wedding/Formal,Summer,Male,Mixed Range,Synthetic,Woven,White & Off‑Whites,Brown,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-jacquard-oat-beige-men-kurta-pajama-mkpa01050-1.jpg,https://www.andaazfashion.co.uk/woven-jacquard-oat-beige-men-kurta-pajama-mkpa01050.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=51
2545,Dupion Silk White Plain Men's Dhoti Kurta,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Wedding/Formal,Summer,Male,Mixed Range,Silk,Thread Work,White & Off‑Whites,White,Traditional,20700,22.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-white-plain-mens-dhoti-kurta-mkpa01184-1.jpg,https://www.andaazfashion.co.uk/dupion-silk-white-plain-mens-dhoti-kurta-mkpa01184.html,https://www.andaazfashion.co.uk/men/weddingwear?p=71
2546,Prussian Blue Silk Embroidered Dhoti Style Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work",Blues,Black,Traditional,49200,23.0,https://assets2.andaazfashion.com/media/catalog/product/p/r/prussian-blue-silk-embroidered-dhoti-style-mens-sherwani-mstv04243-1.jpg,https://www.andaazfashion.co.uk/prussian-blue-silk-embroidered-dhoti-style-mens-sherwani-mstv04243.html,https://www.andaazfashion.co.uk/men/sherwani?p=14
2547,Embroidered Dupion Silk Brown Men's Sherwani,Men's Ethnic Wear,Heavy Work,Sherwani,Wedding/Formal,Winter,Male,Mixed Range,Silk,Zari,Browns,Brown,Traditional,41700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-dupion-silk-brown-mens-sherwani-mstv02193-1.jpg,https://www.andaazfashion.co.uk/embroidered-dupion-silk-brown-mens-sherwani-mstv02193.html,https://www.andaazfashion.co.uk/men/weddingwear?p=23
2548,Chikko Brown Art Silk Jacket Style Men's Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,Plain,Browns,Brown,Traditional,88200,43.0,https://assets2.andaazfashion.com/media/catalog/product/c/h/chikko-brown-art-silk-jacket-style-mens-sherwani-mstv0919-1.jpg,https://www.andaazfashion.co.uk/chikko-brown-art-silk-jacket-style-mens-sherwani-mstv0919.html,https://www.andaazfashion.co.uk/men/weddingwear?p=48
2549,Mustard Yellow Cotton Kurta Pajama for Men,Men's Ethnic Wear,Traditional,Kurta Set,Party/Festive,Summer,Male,Mixed Range,Cotton,Plain,Yellows,Brown,Traditional,26700,25.0,https://assets2.andaazfashion.com/media/catalog/product/m/u/mustard-yellow-cotton-men-kurta-pajama-mkpa0687-1.jpg,https://www.andaazfashion.co.uk/mustard-yellow-cotton-men-kurta-pajama-mkpa0687.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=80
2550,Beige Banarasi Silk Printed Men's Kurta Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Thread Work, Printed",White & Off‑Whites,Brown,Traditional,22800,15.0,https://assets2.andaazfashion.com/media/catalog/product/b/e/beige-banarasi-silk-printed-mens-kurta-churidar-mkpa04504-1.jpg,https://www.andaazfashion.co.uk/beige-banarasi-silk-printed-mens-kurta-churidar-mkpa04504.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=56
2552,Cotton Wine Maroon Weaved Lurex Thread Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Contemporary,Kurta Set,Party/Festive,Summer,Male,Single Size,Cotton,"Weaved Thread Work, Lurex Thread Work",Reds,Brown,Traditional,14700,36.0,https://assets2.andaazfashion.com/media/catalog/product/c/o/cotton-wine-maroon-weaved-lurex-thread-straight-cut-mens-kurta-pajama-mkpa08207-1.jpg,https://www.andaazfashion.co.uk/cotton-wine-maroon-weaved-lurex-thread-straight-cut-mens-kurta-pajama-mkpa08207.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=58
2553,Light Pink Cotton Embroidered Father Son Duo Kurta With Churidar,Indian Cloth,Traditional,Churidar Suit,Wedding/Formal,Summer,Male,Multi Size,Cotton,"Resham Work, Thread Work",Pinks,Brown,Traditional Sandals,40200,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-cotton-embroidered-father-son-duo-kurta-with-churidar-mkpa03006-1.jpg,https://www.andaazfashion.co.uk/light-pink-cotton-embroidered-father-son-duo-kurta-with-churidar-mkpa03006.html,https://www.andaazfashion.co.uk/men/weddingwear?p=45
2554,Dupion Silk Zari Embroidered Teal Green Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Cutdana Work, Resham Work, Thread Work, Zari Work",Greens,Dark Beige,Traditional,37200,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-zari-embroidered-teal-green-mens-sherwani-mstv03325-1.jpg,https://www.andaazfashion.co.uk/dupion-silk-zari-embroidered-teal-green-mens-sherwani-mstv03325.html,https://www.andaazfashion.co.uk/men/weddingwear?p=97
2555,Mint Blue Art Silk Men's Kurta Churidar With Waistcoat,Men's Ethnic Wear,Fancy,Waistcoat,Wedding/Formal,Spring,Male,Range,Silk,"Diwali, Eid, Lohri, Navratri",Greens,Cream,Traditional,40200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mint-blue-art-silk-mens-kurta-churidar-with-waistcoat-mkpa06163-1.jpg,https://www.andaazfashion.co.uk/mint-blue-art-silk-mens-kurta-churidar-with-waistcoat-mkpa06163.html,https://www.andaazfashion.co.uk/men/weddingwear?p=97
2556,Light Peach Silk Plain Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Summer,Male,Single Size,Silk,Plain Work,Multi / Mixed & Others,Matching,Traditional,89700,11.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-peach-silk-plain-jodhpuri-style-mens-sherwani-mstv04013-1.jpg,https://www.andaazfashion.co.uk/light-peach-silk-plain-jodhpuri-style-mens-sherwani-mstv04013.html,https://www.andaazfashion.co.uk/men/sherwani?p=10
2557,Black Banglori Silk Party Wear Kurta For Men,Men's Ethnic Wear,Traditional,Kurta,Wedding/Formal,Winter,Male,Mixed Range,Silk,"Zari Work, Resham Work",Black & Greys,Black,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-banglori-silk-party-wear-kurta-for-men-mkpv0150.jpg,https://www.andaazfashion.co.uk/black-banglori-silk-party-wear-kurta-for-men-mkpv0150.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=23
2558,Black Dupion Silk Sherwani with Stone Collar & Dhoti,Indian Cloth,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,"Beads Work, Stone Work",Black & Greys,Black,Traditional,35700,72.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-dupion-silk-mens-sherwani-mstv01106-1.jpg,https://www.andaazfashion.co.uk/grey-dupion-silk-mens-sherwani-mstv01106.html,https://www.andaazfashion.co.uk/men/weddingwear?p=47
2559,Silk Ready Made Kurta In Dark Blue Colour,Men's Ethnic Wear,Contemporary,Kurta,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Thread Work",Multi / Mixed & Others,Black,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/r/a/raw-silk-ready-made-kurta-in-dark-blue-colour-mkpv0197-1.jpg,https://www.andaazfashion.co.uk/raw-silk-ready-made-kurta-in-dark-blue-colour-mkpv0197.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=21
2560,Mustard Yellow Poly Cotton Straight Cut Men Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Summer,Male,Single Size,Cotton,"Beads Work, Mirror Work, Stone Work, Printed",Yellows,Mustard Yellow,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/m/u/mustard-yellow-poly-cotton-straight-cut-men-kurta-pajama-mkpa02894-1.jpg,https://www.andaazfashion.co.uk/mustard-yellow-poly-cotton-straight-cut-men-kurta-pajama-mkpa02894.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=47
2562,Teal Green Brocade Embroidered Men Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Spring,Male,Single Size,Silk,Embroidered,Greens,Black,Traditional,29700,29.0,https://assets2.andaazfashion.com/media/catalog/product/t/e/teal-green-brocade-embroidered-men-kurta-pajama-mkpa03625-1.jpg,https://www.andaazfashion.co.uk/teal-green-brocade-embroidered-men-kurta-pajama-mkpa03625.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=22
2563,Fashionable Ivory Woven Zari Men's Kurta Pajama,Men's Ethnic Wear,Contemporary,Kurta Set,Wedding/Formal,Winter,Male,Single Size,Silk,"Lace Work, Weaved Thread Work, Zari Work",White & Off‑Whites,Brown,Traditional,35700,72.0,https://assets2.andaazfashion.com/media/catalog/product/f/a/fashionable-off-white-woven-zari-mens-kurta-pajama-mkpa04815-1.jpg,https://www.andaazfashion.co.uk/fashionable-off-white-woven-zari-mens-kurta-pajama-mkpa04815.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=2
2564,Forest Green Cotton Straight Cut Printed Men Kurta Churidar,Men's Ethnic Wear,Contemporary,Churidar Suit,Party/Festive,Summer,Male,Mixed Range,Cotton,Printed,Greens,Brown,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/f/o/forest-green-cotton-straight-cut-printed-men-kurta-churidar-mkpa0297-1.jpg,https://www.andaazfashion.co.uk/forest-green-cotton-straight-cut-printed-men-kurta-churidar-mkpa0297.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=14
2565,Mint Blue Art Silk Printed Jacket Men's Kurta With Churidar,Men's Ethnic Wear,Traditional,Nehru Jacket,Wedding/Formal,Spring,Male,Single Size,Silk,"Intricate resham thread, sequins, and printed work",Greens,Blue,Traditional,35700,35.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mint-blue-art-silk-printed-jacket-mens-kurta-with-churidar-mkpa07890-1.jpg,https://www.andaazfashion.co.uk/mint-blue-art-silk-printed-jacket-mens-kurta-with-churidar-mkpa07890.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=45
2567,Printed Cotton Grey Straight Cut Men's Kurta With Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Summer,Male,Range,Cotton,"Resham Work, Thread Work, Printed",Black & Greys,Black,Traditional Sandals,17700,21.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-cotton-grey-straight-cut-mens-kurta-with-churidar-mkpa07074-1.jpg,https://www.andaazfashion.co.uk/printed-cotton-grey-straight-cut-mens-kurta-with-churidar-mkpa07074.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=6
2568,Deep Red Banarasi Silk Embroidered Men's Sherwani,Men's Ethnic Wear,Heavy Work,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,"Cutdana Work, Resham Work, Stone Work, Thread Work",Reds,Black,Traditional,131700,43.0,https://assets2.andaazfashion.com/media/catalog/product/d/e/deep-red-banarasi-silk-embroidered-mens-sherwani-mstv01272-1.jpg,https://www.andaazfashion.co.uk/deep-red-banarasi-silk-embroidered-mens-sherwani-mstv01272.html,https://www.andaazfashion.co.uk/men/sherwani?p=43
